InternalMemberId,InternalOrderId
1741376867144963190,1741376867149156355
1741376886111605550,1741376886115799040
1741376886153548220,1741376886157742080
1741376892172374030,1741376892176568320
1741376893816541460,1741376893833318400
1741376895234216000,1741376895238410240
1741376897444614230,1741376897461391360
1741376897696272890,1741376897713049600
1741376903350195050,1741376903354388480
1741377938714137530,1741377938726719490
1741377939699799200,1741377939703992320
1741377942489010560,1741377942493204480
1741377944732963070,1741377944737157120
1741377950206529970,1741377950214918145
1741377951208968480,1741377951221551105
1741377955910783340,1741377955914977280
1741377963821240460,1741377963833823235
1741377974764179540,1741377974768373760
1741377975754035420,1741377975775006720
1741377976097968410,1741377976110551040
1741377978195120210,1741377978207703040
1741377978430001580,1741377978438389760
1741377980682342540,1741377980690731010
1741377987414200700,1741377987418394625
1741377987850408320,1741377987854602240
1741379006541992460,1741379006546186240
1741379007108223440,1741379007112417280
1741379008051942080,1741379008056135680
1741379010799211220,1741379010803404800
1741379012833448400,1741379012837642240
1741379016084034170,1741379016088227840
1741379016784482990,1741379016788676610
1741379016818037450,1741379016822231040
1741379017279410870,1741379017283604480
1741380068686565940,1741380068690759680
1741380069693199110,1741380069697392640
1741380069852582510,1741380069856776195
1741380069865165590,1741380069869359105
1741380080472560280,1741380080476753920
1741380082297082310,1741380082301276160
1741380082632626670,1741380082636820480
1741381095137612880,1741381095141806080
1741381095775146960,1741381095779340290
1741381108785877440,1741381108802654210
1741381112090989020,1741381112107765760
1741381115903611560,1741381115907805185
1741381116197212770,1741381116201406465
1741381116289487160,1741381116293681155
1741381116968964420,1741381116973158400
1741381128419414820,1741381128423608320
1741381130441068830,1741381130445262850
1741381130629812810,1741381130634006530
1741382193604858770,1741382193609052160
1741382193709716480,1741382193713909760
1741382196335349780,1741382196339544065
1741382196633146100,1741382196637339650
1741382202475811370,1741382202480005120
1741382203692159390,1741382203696353280
1741382204132561310,1741382204136755200
1741382204455522620,1741382204459716610
1741382205600568110,1741382205604761600
1741382205726397200,1741382205730590720
1741383276133749900,1741383276137943040
1741383276993581640,1741383276997775360
1741383277442372130,1741383277446565890
1741383279493386630,1741383279497580545
1741383280978170510,1741383280982364160
1741383286145552910,1741383286149746690
1741383288402088590,1741383288406282240
1741384403604608250,1741384403608801280
1741384404007261410,1741384404011454465
1741384404196005090,1741384404200198145
1741384405575930990,1741384405580124160
1741384407232680870,1741384407236874240
1741384408184787810,1741384408188981250
1741384409162060730,1741384409166254080
1741384409518576620,1741384409522769920
1741384411846415310,1741384411850608640
1741384420948054530,1741384420952248320
1741385506605896850,1741385506610089985
1741385509160227200,1741385509164421120
1741385513438417370,1741385513442611200
1741385513597800830,1741385513601994755
1741385517662081700,1741385517666275330
1741386643769791080,1741386643773984770
1741386644436685290,1741386644440879105
1741386644495405520,1741386644499599360
1741386644923224390,1741386644927418370
1741386645648839100,1741386645653032960
1741386646173127020,1741386646177320960
1741386647079096810,1741386647083290625
1741386648316416450,1741386648320610305
1741386648450634170,1741386648454828035
1741386651776717100,1741386651780911105
1741386652066123980,1741386652070318080
1741386654561735120,1741386654565928960
1741388670394569930,1741388670398763010
1741388672831460360,1741388672835653635
1741388672848237620,1741388672852430850
1741388672944706610,1741388672948899840
1741388678019814440,1741388678024007680
1741389990795023220,1741389990799216640
1741389991122178920,1741389991126372355
1741389992434995960,1741389992439189505
1741389992766346020,1741389992770539520
1741389993542292330,1741389993546485760
1741390916993816190,1741390916998008835
1741390918583456880,1741390918587650050
1741390918604428710,1741390918608621570
1741390919690753190,1741390919694946305
1741390919980160160,1741390919984353280
1741390922396079090,1741390922400272385
1741390922727428880,1741390922731622400
1741390923293659980,1741390923297853440
1741390923469820730,1741390923474014210
1741391857960751580,1741391857964945410
1741391858732503830,1741391858736697345
1741391860301173530,1741391860305367040
1741393064485852350,1741393064490045440
1741393066792719390,1741393066796912640
1741393068407526270,1741393068411719680
1741394142401008650,1741394142405201920
1741394142778496130,1741394142782689280
1741394146691781510,1741394146695974915
1741394149455827670,1741394149460021250
1741394150097556020,1741394150101749760
1741394150336631240,1741394150340825090
1741394150705729790,1741394150709923840
1741394151649448400,1741394151653642240
1741395302092509600,1741395302096703490
1741395302151229830,1741395302155423745
1741395306068710200,1741395306072903680
1741395307016622540,1741395307020816385
1741395307066954200,1741395307071148035
1741395308186833500,1741395308191027200
1741395310325928360,1741395310330122240
1741395310598558160,1741395310602752000
1741395311261258400,1741395311265452035
1741396790789411580,1741396790793605120
1741396796757906270,1741396796762099715
1741396796791460700,1741396796795654145
1741396798121054940,1741396798125248515
1741396798129443600,1741396798133637120
1741396799228351370,1741396799232544770
1741396802147586960,1741396802151780355
1741396802520879930,1741396802525073410
1741396808426459730,1741396808430653440
1741396809479230380,1741396809483423745
1741396810087404450,1741396810091597825
1741396811614131030,1741396811618324480
1741398076272284250,1741398076276477955
1741398077761262340,1741398077765455875
1741398079636116390,1741398079640309760
1741398081066373920,1741398081070567425
1741398081930400560,1741398081934594050
1741398082089784110,1741398082093977600
1741398082932839160,1741398082937032705
1741398082937033460,1741398082941227010
1741398083046085350,1741398083050278915
1741398083369046690,1741398083373240320
1741399281270658020,1741399281274851330
1741399281811723170,1741399281815916545
1741399284085036020,1741399284089229315
1741399285666288500,1741399285670481920
1741399286043775830,1741399286047969280
1741399286157021840,1741399286161215490
1741399286526120780,1741399286530314240
1741399290791727810,1741399290795921410
1741401477378872310,1741401477383065600
1741401479643796290,1741401479647989760
1741401482831467350,1741401482835660800
1741401482944713210,1741401482948907010
1741401484362388050,1741401484366581760
1741401485436130050,1741401485440323585
1741401485683593930,1741401485687787520
1741401486207881520,1741401486212075520
1741401494869119780,1741401494873313280
1741403062049837970,1741403062054031360
1741403062456685340,1741403062460878850
1741403063756919060,1741403063761113090
1741403064440590740,1741403064444784640
1741403065879236840,1741403065883430915
1741403068685226420,1741403068689420290
1741403068907524350,1741403068911718400
1741403075198980500,1741403075203174400
1741403076037841280,1741403076042035200
1741403077086417090,1741403077090611200
1741403079644942790,1741403079649136640
1741403081951809980,1741403081956003840
1741405018524881250,1741405018529075200
1741405022031319500,1741405022035513345
1741405022282977500,1741405022287171585
1741405026686996940,1741405026691190785
1741405147193545410,1741405147197739010
1741405147843662330,1741405147847856130
1741405168156676730,1741405168160870400
1741406617792026150,1741406617796218880
1741406619574605000,1741406619578798080
1741406620644152310,1741406620648345600
1741406621348795100,1741406621352988675
1741406623127180160,1741406623131373570
1741408499566514850,1741408499570708480
1741408500661228440,1741408500665421825
1741408670316630900,1741408670320824320
1741408697608966710,1741408697613160450
1741408698858869370,1741408698863063040
1741408700586922800,1741408700591116290
1741408700633060220,1741408700637253635
1741408700884718280,1741408700888911875
1741412457039140280,1741412457043333120
1741412463687111480,1741412463691304960
1741417315930608960,1741417315934801920
1741417316664611820,1741417316668805120
1741417319684510610,1741417319688704000
1741417321530004440,1741417321534197760
1741417323899785980,1741417323903979520
1741417325439094830,1741417325443289090
1741417327506887520,1741417327511080960
1741424408070854010,1741424408075046915
1741424410579047510,1741424410583240705
1741424413133378340,1741424413137571840
1741425549747819450,1741425549752012800
1741425553166177310,1741425553170370560
1741425554780984190,1741425554785177600
1741425555439489920,1741425555443683330
1741425558417445140,1741425558421639170
1741426690451707110,1741426690455900160
1741426690493650110,1741426690497843200
1741426697917567830,1741426697921761280
1741426697959510590,1741426697963704320
1741427801799660720,1741427801803853825
1741363403424927759,1741363403424927760
1741363403429122059,1741363403429122060
1741363403429122239,1741363403429122240
1741363403429122389,1741363403429122390
1741363403429122779,1741363403429122780
1741363403433316509,1741363403433316510
1741363403433316689,1741363403433316690
1741363403433316839,1741363403433316840
1741363403433316929,1741363403433316930
1741363403433317049,1741363403433317050
1741363403433317079,1741363403433317080
1741363403437510989,1741363403437510990
1741363403437511199,1741363403437511200
1741363403437511349,1741363403437511350
1741363403441704989,1741363403441704990
1741363403441705169,1741363403441705170
1741363403441705319,1741363403441705320
1741363403441705379,1741363403441705380
1741363403441705499,1741363403441705500
1741363403445899709,1741363403445899710
1741363403445899799,1741363403445899800
1741363403450093589,1741363403450093590
1741363403450094039,1741363403450094040
1741363403454287949,1741363403454287950
1741363403454288009,1741363403454288010
1741363403454288339,1741363403454288340
1741363403458482489,1741363403458482490
1741363403458482699,1741363403458482700
1741363403458482729,1741363403458482730
1741363403462676729,1741363403462676730
1741363403466870789,1741363403466870790
1741363403466870939,1741363403466870940
1741363403466870969,1741363403466870970
1741363403466871089,1741363403466871090
1741363403466871149,1741363403466871150
1741363403471065299,1741363403471065300
1741363403471065509,1741363403471065510
1741363403475259449,1741363403475259450
1741363403475259929,1741363403475259930
1741363403479453749,1741363403479453750
1741363403479453809,1741363403479453810
1741363403479454049,1741363403479454050
1741363403483648229,1741363403483648230
1741363403483648289,1741363403483648290
1741363403483648379,1741363403483648380
1741363403487842349,1741363403487842350
1741363403487842529,1741363403487842530
1741363403492036949,1741363403492036950
1741363403496231189,1741363403496231190
1741363403496231369,1741363403496231370
1741363403500425639,1741363403500425640
1741363403504620089,1741363403504620090
1741363403504620149,1741363403504620150
1741363403508813849,1741363403508813850
1741363403508814299,1741363403508814300
1741363403508814479,1741363403508814480
1741363403513008269,1741363403513008270
1741363403513008359,1741363403513008360
1741363403513008419,1741363403513008420
1741363403513008599,1741363403513008600
1741363403513008629,1741363403513008630
1741363403517202479,1741363403517202480
1741363403517202689,1741363403517202690
1741363403517202719,1741363403517202720
1741363403517202839,1741363403517202840
1741363403517203139,1741363403517203140
1741363403521397049,1741363403521397050
1741363403521397199,1741363403521397200
1741363403525591049,1741363403525591050
1741363403525591229,1741363403525591230
1741363403525591889,1741363403525591890
1741363403529785469,1741363403529785470
1741363403529785529,1741363403529785530
1741363403529785679,1741363403529785680
1741363403533979649,1741363403533979650
1741363403533979889,1741363403533979890
1741363403533980009,1741363403533980010
1741363403533980129,1741363403533980130
1741363403533980219,1741363403533980220
1741363403538173979,1741363403538173980
1741363403538174339,1741363403538174340
1741363403538174399,1741363403538174400
1741363403538174489,1741363403538174490
1741363403538174639,1741363403538174640
1741363403542368399,1741363403542368400
1741363403550756939,1741363403550756940
1741363403550756969,1741363403550756970
1741363403550757029,1741363403550757030
1741363403550757149,1741363403550757150
1741363403554951389,1741363403554951390
1741363403554951419,1741363403554951420
1741363403559145899,1741363403559145900
1741363403559145929,1741363403559145930
1741363403559146139,1741363403559146140
1741363403563339809,1741363403563339810
1741363403563339959,1741363403563339960
1741363403563340139,1741363403563340140
1741363403563340169,1741363403563340170
1741363403563340349,1741363403563340350
1741363403563340529,1741363403563340530
1741363403567534109,1741363403567534110
1741363403567534619,1741363403567534620
1741363403567534919,1741363403567534920
1741363403571728919,1741363403571728920
1741363403571729279,1741363403571729280
1741363403575923099,1741363403575923100
1741363403575923399,1741363403575923400
1741363403580117399,1741363403580117400
1741363403580117459,1741363403580117460
1741363403580117639,1741363403580117640
1741363403580117819,1741363403580117820
1741363403584311369,1741363403584311370
1741363403584311759,1741363403584311760
1741363403584311789,1741363403584311790
1741363403584311939,1741363403584311940
1741363403588505759,1741363403588505760
1741363403588505849,1741363403588505850
1741363403588505969,1741363403588505970
1741363403588506359,1741363403588506360
1741363403592699909,1741363403592699910
1741363403592700029,1741363403592700030
1741363403592700089,1741363403592700090
1741363403592700119,1741363403592700120
1741363403592700149,1741363403592700150
1741363403592700269,1741363403592700270
1741363403592700299,1741363403592700300
1741363403592700329,1741363403592700330
1741363403592700779,1741363403592700780
1741363403596894299,1741363403596894300
1741363403596894389,1741363403596894390
1741363403596894659,1741363403596894660
1741363403596895049,1741363403596895050
1741363403601088959,1741363403601088960
1741363403601089019,1741363403601089020
1741363403601089169,1741363403601089170
1741363403601089199,1741363403601089200
1741363403601089289,1741363403601089290
1741363403601089319,1741363403601089320
1741363403605282989,1741363403605282990
1741363403605283229,1741363403605283230
1741363403605283259,1741363403605283260
1741363403609477199,1741363403609477200
1741363403609477259,1741363403609477260
1741363403609477349,1741363403609477350
1741363403609477439,1741363403609477440
1741363403609477619,1741363403609477620
1741363403609477889,1741363403609477890
1741363403613671649,1741363403613671650
1741363403613671739,1741363403613671740
1741363403613671859,1741363403613671860
1741363403617865919,1741363403617865920
1741363403617865949,1741363403617865950
1741363403622060069,1741363403622060070
1741363403622060219,1741363403622060220
1741363403622060309,1741363403622060310
1741363403622060459,1741363403622060460
1741363403622060549,1741363403622060550
1741363403626254339,1741363403626254340
1741363403626254429,1741363403626254430
1741363403626254729,1741363403626254730
1741363403626254879,1741363403626254880
1741363403626254969,1741363403626254970
1741363403626254999,1741363403626255000
1741363403634643179,1741363403634643180
1741363403634643479,1741363403634643480
1741363403638837359,1741363403638837360
1741363403638837419,1741363403638837420
1741363403638837449,1741363403638837450
1741363403638837509,1741363403638837510
1741363403638837779,1741363403638837780
1741363403638837809,1741363403638837810
1741363403638838169,1741363403638838170
1741363403643031569,1741363403643031570
1741363403643031689,1741363403643031690
1741363403643031719,1741363403643031720
1741363403643031989,1741363403643031990
1741363403643032079,1741363403643032080
1741363403643032199,1741363403643032200
1741363403643032229,1741363403643032230
1741363403643032379,1741363403643032380
1741363403647225929,1741363403647225930
1741363403647226139,1741363403647226140
1741363403647226439,1741363403647226440
1741363403647226469,1741363403647226470
1741363403647226619,1741363403647226620
1741363403651420289,1741363403651420290
1741363403651420379,1741363403651420380
1741363403651420499,1741363403651420500
1741363403651420649,1741363403651420650
1741363403651420739,1741363403651420740
1741363403651420769,1741363403651420770
1741363403651420919,1741363403651420920
1741363403651420949,1741363403651420950
1741363403651420979,1741363403651420980
1741363403655614499,1741363403655614500
1741363403655614619,1741363403655614620
1741363403655614859,1741363403655614860
1741363403659809039,1741363403659809040
1741363403659809639,1741363403659809640
1741363403664003249,1741363403664003250
1741363403664003429,1741363403664003430
1741363403664003609,1741363403664003610
1741363403668197609,1741363403668197610
1741363403668197999,1741363403668198000
1741363403668198059,1741363403668198060
1741363403668198209,1741363403668198210
1741363403668198299,1741363403668198300
1741363403672391819,1741363403672391820
1741363403672391849,1741363403672391850
1741363403672392149,1741363403672392150
1741363403672392269,1741363403672392270
1741363403676586329,1741363403676586330
1741363403676586419,1741363403676586420
1741363403676586599,1741363403676586600
1741363403676586779,1741363403676586780
1741363403680780449,1741363403680780450
1741363403680780479,1741363403680780480
1741363403680780869,1741363403680780870
1741363403680780899,1741363403680780900
1741363403680780929,1741363403680780930
1741363403684974629,1741363403684974630
1741363403684974869,1741363403684974870
1741363403684974989,1741363403684974990
1741363403684975079,1741363403684975080
1741363403689168959,1741363403689168960
1741363403689169079,1741363403689169080
1741363403689169319,1741363403689169320
1741363403693363319,1741363403693363320
1741363403693363619,1741363403693363620
1741363403693363709,1741363403693363710
1741363403693363769,1741363403693363770
1741363403693363799,1741363403693363800
1741363403697557649,1741363403697557650
1741363403697557769,1741363403697557770
1741363403701751829,1741363403701751830
1741363403701752219,1741363403701752220
1741363403701752369,1741363403701752370
1741363403701752399,1741363403701752400
1741363403701752429,1741363403701752430
1741363403705946129,1741363403705946130
1741363403705946219,1741363403705946220
1741363403705946249,1741363403705946250
1741363403705946639,1741363403705946640
1741363403710140429,1741363403710140430
1741363403710140609,1741363403710140610
1741363403710140729,1741363403710140730
1741363403710140969,1741363403710140970
1741363403714335389,1741363403714335390
1741363403718529089,1741363403718529090
1741363403718529299,1741363403718529300
1741363403718529569,1741363403718529570
1741363403722723389,1741363403722723390
1741363403722723599,1741363403722723600
1741363403722723659,1741363403722723660
1741363403726917719,1741363403726917720
1741363403726917959,1741363403726917960
1741363403726918049,1741363403726918050
1741363403726918079,1741363403726918080
1741363403726918319,1741363403726918320
1741363403731112019,1741363403731112020
1741363403731112379,1741363403731112380
1741363403731112499,1741363403731112500
1741363403731112679,1741363403731112680
1741363403735306409,1741363403735306410
1741363403735306469,1741363403735306470
1741363403735306679,1741363403735306680
1741363403735306709,1741363403735306710
1741363403735306919,1741363403735306920
1741363403739500739,1741363403739500740
1741363403739500799,1741363403739500800
1741363403739500949,1741363403739500950
1741363403739501099,1741363403739501100
1741363403743694919,1741363403743694920
1741363403743695069,1741363403743695070
1741363403743695099,1741363403743695100
1741363403747889249,1741363403747889250
1741363403747889519,1741363403747889520
1741363403747889669,1741363403747889670
1741363403747889759,1741363403747889760
1741363403747889849,1741363403747889850
1741363403752083609,1741363403752083610
1741363403752083999,1741363403752084000
1741363403752084029,1741363403752084030
1741363403756277969,1741363403756277970
1741363403760472089,1741363403760472090
1741363403890495569,1741363403890495570
1741363403903078619,1741363403903078620
1741363403903078649,1741363403903078650
1741363403903078799,1741363403903078800
1741363403907272949,1741363403907272950
1741363403907273009,1741363403907273010
1741363403911467309,1741363403911467310
1741363403911467399,1741363403911467400
1741363403911467429,1741363403911467430
1741363403915661699,1741363403915661700
1741363403915661759,1741363403915661760
1741363403919855699,1741363403919855700
1741363403919856029,1741363403919856030
1741363403924050299,1741363403924050300
1741363403924050359,1741363403924050360
1741363404263789110,1741363404267982850
1741363405262033140,1741363405266227200
1741363408030274530,1741363408034467840
1741363408374207280,1741363408378400770
1741364970387542950,1741364970391736320
1741364971922657830,1741364971926851585
1741365992015139580,1741365992019333120
1741365993923548240,1741365993927741440
1741365994154235220,1741365994158428160
1741365997119607930,1741365997123801090
1741365997727781970,1741365997731975170
1741367003240862310,1741367003245056000
1741367005400929510,1741367005405122560
1741367005551924160,1741367005556117505
1741367005803582490,1741367005807775745
1741367007401612230,1741367007405805570
1741367008693458220,1741367008697651200
1741367009075139760,1741367009079332865
1741368012352656250,1741368012356849665
1741368012528816580,1741368012533010435
1741368012642063280,1741368012646256640
1741368012797252440,1741368012801445890
1741368013904548750,1741368013908742145
1741368019080319540,1741368019084513280
1741368019269063310,1741368019273256960
1741369040905049200,1741369040909242370
1741369042658268460,1741369042662461440
1741369044335989090,1741369044340183040
1741369048026977380,1741369048031170560
1741369049981522740,1741369049985716225
1741369050153489580,1741369050157682690
1741370083755823570,1741370083760017410
1741370086838637520,1741370086842830850
1741371233309692720,1741371233313886210
1741371233326470130,1741371233330663425
1741371236803547590,1741371236807741440
1741371239529845680,1741371239534039040
1741371239664062920,1741371239668256770
1741372450303775740,1741372450307969025
1741372450425410560,1741372450429603840
1741372452145074760,1741372452149268480
1741372454200283980,1741372454204477440
1741372454598742810,1741372454602936320
1741372454707794730,1741372454711988225
1741373603565409180,1741373603569602560
1741373606753080090,1741373606757273600
1741373608686654370,1741373608690847745
1741373612058874330,1741373612063068160
1741373612448944800,1741373612453138435
1741374754167854080,1741374754172047360
1741374755031880270,1741374755036073985
1741374756034318660,1741374756038512640
1741374761122009570,1741374761126203395
1741374761277198940,1741374761281392640
1741374761537245750,1741374761541439490
1741374762493547200,1741374762497740800
1741374763311436240,1741374763315630080
1741374766675267900,1741374766679461890
1741375814697619990,1741375814701813760
1741375817889485440,1741375817893679105
1741375817948205670,1741375817952399360
1741375818417967720,1741375818422161410
1741375819374268810,1741375819378462720
1741375823933477320,1741375823937671170
1741375824323547490,1741375824327741440
1741375824701034880,1741375824705228800
1741375824868807120,1741375824873000960
1741376866184466520,1741376866285129730
1741376866608092320,1741376866612285440
1741376866788447310,1741376866792640515
1741376867392426960,1741376867396620290
1741376868923347330,1741376868927541250
1741376869502161360,1741376869506355200
1741376886073856500,1741376886078050305
1741376886413595220,1741376886417788930
1741376892696662320,1741376892700856320
1741376898317029720,1741376898333806595
1741376903685739060,1741376903689932800
1741376904931447750,1741376904935641090
1741377942463844800,1741377942476427265
1741377942719697070,1741377942736474115
1741377944145760660,1741377944149954560
1741377948818215360,1741377948826603520
1741377950403662260,1741377950412050435
1741377952421122180,1741377952425316355
1741377954526662880,1741377954530856960
1741377956175024310,1741377956179218435
1741377962915270890,1741377962919464960
1741377970888642750,1741377970901225475
1741377973061292160,1741377973069680640
1741377973132595440,1741377973140983810
1741377975825338710,1741377975846309890
1741377978392252680,1741377978404835330
1741377981097578550,1741377981101772800
1741377986353041760,1741377986407567360
1741377986806026490,1741377986810220545
1741377987166736710,1741377987170930690
1741379005220787460,1741379005224980480
1741379005514388700,1741379005518581760
1741379008681087270,1741379008685281280
1741379010639827470,1741379010644021250
1741379010820182430,1741379010824376320
1741379010937622980,1741379010941816835
1741379012770533820,1741379012774727680
1741379013378708070,1741379013382901760
1741379013483565660,1741379013487759360
1741379014238540470,1741379014242734080
1741379015643632020,1741379015647825920
1741379015735907010,1741379015740100610
1741379017174553290,1741379017178746880
1741379018403483910,1741379018407677955
1741380068795618110,1741380068799811585
1741380070028743450,1741380070032936960
1741380072868286950,1741380072872480770
1741380074264989930,1741380074269184000
1741380078719340790,1741380078723534850
1741380079893746260,1741380079897939970
1741380080430617110,1741380080434810880
1741380080770355440,1741380080778743810
1741381095146001490,1741381095150194690
1741381095276024970,1741381095280218115
1741381101324210250,1741381101328404480
1741381102993543240,1741381103006126080
1741381103605911850,1741381103614300160
1741381112346841210,1741381112351035395
1741381115836502680,1741381115840696320
1741381127920292560,1741381127924486145
1741381128255836950,1741381128260030465
1741381131443507650,1741381131447701505
1741381131607085560,1741381131611279360
1741382193512583940,1741382193516777475
1741382195534238340,1741382195538432000
1741382196008194510,1741382196012388355
1741382198554136950,1741382198558330880
1741382199925674700,1741382199929868290
1741382203734102730,1741382203738296320
1741382204073841090,1741382204078034945
1741382205139194640,1741382205143388160
1741382205395047120,1741382205399240705
1741382206783361530,1741382206787555330
1741382207425090030,1741382207429283840
1741383277312348480,1741383277316542465
1741383277715001880,1741383277719195650
1741383281712173530,1741383281716367360
1741383285822591430,1741383285826785280
1741383288871850710,1741383288876044290
1741384409245946830,1741384409250140160
1741385506077414490,1741385506081607680
1741385506391987350,1741385506396180480
1741385514449244820,1741385514453438465
1741385515451683270,1741385515455877120
1741385515648815610,1741385515653009410
1741385516319904090,1741385516324098050
1741385516718363280,1741385516722556930
1741385520379990240,1741385520384184320
1741386642427614130,1741386642431807490
1741386644252136280,1741386644256329730
1741386644537348650,1741386644541542400
1741386645690781990,1741386645694976000
1741386651046908610,1741386651051102210
1741386652871430610,1741386652875624450
1741386654268133680,1741386654272327680
1741386655400596210,1741386655404789760
1741386656851825090,1741386656856018945
1741388670105163000,1741388670109356035
1741388671984211080,1741388671988404225
1741388674794394210,1741388674798587905
1741388674916029360,1741388674920222720
1741388677445194720,1741388677449388035
1741388677755573250,1741388677759766530
1741388679341020210,1741388679345213440
1741389988131640600,1741389988135833600
1741389988391687500,1741389988395880450
1741389988467184720,1741389988471377920
1741389991512248830,1741389991516442625
1741389991969428250,1741389991973621760
1741389993584235430,1741389993588428800
1741389994553119540,1741389994557313025
1741390917593601460,1741390917597794305
1741390919128716100,1741390919132909570
1741390922865841090,1741390922870034435
1741390924593894370,1741390924598087680
1741391850096431470,1741391850239037440
1741391850478114360,1741391850482307075
1741391852046783370,1741391852050976770
1741391853212800240,1741391853216993280
1741391855226065380,1741391855230259200
1741391855708410630,1741391855712604160
1741393062158014000,1741393062162206720
1741393063374361900,1741393063378554880
1741393066801108000,1741393066805301250
1741393070672450140,1741393070676643840
1741393072161428290,1741393072165621760
1741394145089557180,1741394145093750785
1741394146721141650,1741394146725335040
1741394147987821090,1741394147992014850
1741394148050735830,1741394148054929410
1741394149950755500,1741394149954949120
1741395297344558080,1741395297348751360
1741395297596216260,1741395297600409600
1741395298355385010,1741395298359578625
1741395299231994250,1741395299236188160
1741395301203317230,1741395301207511040
1741395301715022220,1741395301719216130
1741395303749260060,1741395303753453570
1741395307956146620,1741395307960340480
1741396790642611390,1741396790646804480
1741396790676164830,1741396790680358915
1741396797143782240,1741396797147975680
1741396797965865730,1741396797970059265
1741396798297215790,1741396798301409280
1741396798402073350,1741396798406266880
1741396802436993970,1741396802441187330
1741396810376811460,1741396810381004800
1741398075169182670,1741398075173376000
1741398080294621950,1741398080298815490
1741398080873435920,1741398080877629440
1741398083381629540,1741398083385823235
1741399282226959090,1741399282231152640
1741399283594302450,1741399283598495745
1741399283619468280,1741399283623661570
1741399284428968570,1741399284433162240
1741399285947306820,1741399285951500290
1741399287994127320,1741399287998320640
1741399289776706380,1741399289780899840
1741401477118825540,1741401477123018755
1741401477798302740,1741401477802496000
1741403061366166390,1741403061370359810
1741403063748530620,1741403063752724480
1741403064692248990,1741403064696442880
1741403066726486470,1741403066730680320
1741403066923618750,1741403066927812610
1741403068760723890,1741403068764917760
1741403069536670140,1741403069540864000
1741403074284621880,1741403074288816130
1741403074716635410,1741403074720829440
1741403076318859960,1741403076323053570
1741403077245800890,1741403077249994755
1741403078038524340,1741403078042718210
1741403079548473960,1741403079552667650
1741405017920901790,1741405017925095425
1741405019225330500,1741405019229523970
1741405022845014130,1741405022849208320
1741405024795365790,1741405024799559680
1741405025323848100,1741405025328041985
1741405026640859620,1741405026645053440
1741405026934460620,1741405026938654720
1741405027462943140,1741405027467137025
1741405027920122170,1741405027924316160
1741405147751387860,1741405147755581440
1741405168366392010,1741405168370585600
1741405168672576420,1741405168676769795
1741405168773239590,1741405168777433090
1741406617443898930,1741406617448091650
1741406620728038290,1741406620732231680
1741406622279930670,1741406622284124160
1741408497892988560,1741408497897181185
1741408498098509290,1741408498102702080
1741408498958341300,1741408498962534400
1741408499428103170,1741408499432296450
1741408501772718520,1741408501776912385
1741408670589260560,1741408670593454080
1741408697290199830,1741408697294393345
1741408697327948590,1741408697332142080
1741408698712068640,1741408698716262400
1741408698879840850,1741408698884034560
1741408701018936040,1741408701023129600
1741412457064306120,1741412457068498945
1741412457584399770,1741412457588592640
1741412458934965330,1741412458939158530
1741412460457497190,1741412460461690880
1741412463204766510,1741412463208960000
1741417324361159170,1741417324365352960
